date;amount
"1994-01-05";"431.08"
"1994-01-06";"431.68"
"1994-01-07";"430.62"
"1994-01-10";"429.63"
"1994-01-11";"429.59"
"1994-01-12";"428.93"
"1994-01-13";"429.08"
"1994-01-14";"430.13"
"1994-01-17";"430.14"
"1994-01-18";"430.27"
"1994-01-19";"430.60"
"1994-01-20";"430.68"
"1994-01-21";"430.95"
"1994-01-24";"432.78"
"1994-01-25";"433.69"
"1994-01-26";"431.32"
"1994-01-27";"430.02"
"1994-01-28";"429.94"
"1994-01-31";"430.65"
"1994-02-01";"431.04"
"1994-02-02";"430.99"
"1994-02-03";"430.04"
"1994-02-04";"429.24"
"1994-02-07";"429.48"
"1994-02-08";"429.14"
"1994-02-09";"428.89"
"1994-02-10";"427.72"
"1994-02-11";"427.06"
"1994-02-14";"428.54"
"1994-02-15";"428.92"
"1994-02-16";"428.47"
"1994-02-17";"427.63"
"1994-02-18";"427.44"
"1994-02-21";"427.81"
"1994-02-22";"427.13"
"1994-02-23";"427.71"
"1994-02-24";"428.68"
"1994-02-25";"428.43"
"1994-02-28";"429.47"
"1994-03-01";"429.38"
"1994-03-02";"428.93"
"1994-03-03";"431.03"
"1994-03-04";"432.64"
"1994-03-07";"433.35"
"1994-03-08";"432.28"
"1994-03-09";"431.31"
"1994-03-10";"430.88"
"1994-03-11";"432.09"
"1994-03-14";"432.52"
"1994-03-15";"431.70"
"1994-03-16";"431.23"
"1994-03-17";"431.22"
"1994-03-18";"430.52"
"1994-03-21";"430.08"
"1994-03-22";"430.11"
"1994-03-23";"430.28"
"1994-03-24";"429.58"
"1994-03-25";"428.49"
"1994-03-28";"428.51"
"1994-03-29";"429.16"
"1994-03-30";"428.10"
"1994-03-31";"427.00"
"1994-04-04";"426.89"
"1994-04-05";"426.57"
"1994-04-06";"425.45"
"1994-04-07";"425.38"
"1994-04-08";"424.70"
"1994-04-11";"422.46"
"1994-04-12";"421.38"
"1994-04-13";"421.74"
"1994-04-14";"422.00"
"1994-04-15";"421.81"
"1994-04-18";"423.40"
"1994-04-19";"424.81"
"1994-04-20";"422.42"
"1994-04-21";"422.92"
"1994-04-22";"424.46"
"1994-04-25";"426.22"
"1994-04-26";"425.41"
"1994-04-27";"426.29"
"1994-04-28";"428.12"
"1994-04-29";"427.00"
"1994-05-02";"426.13"
"1994-05-03";"425.13"
"1994-05-04";"425.02"
"1994-05-05";"425.90"
"1994-05-06";"425.50"
"1994-05-09";"427.06"
"1994-05-10";"426.05"
"1994-05-11";"425.59"
"1994-05-12";"425.39"
"1994-05-13";"424.53"
"1994-05-16";"424.28"
"1994-05-17";"424.02"
"1994-05-18";"424.02"
"1994-05-19";"423.54"
"1994-05-20";"423.83"
"1994-05-23";"424.68"
"1994-05-24";"424.49"
"1994-05-25";"424.93"
"1994-05-26";"424.14"
"1994-05-27";"423.10"
"1994-05-30";"423.37"
"1994-05-31";"422.66"
"1994-06-01";"421.81"
"1994-06-03";"421.34"
"1994-06-06";"422.47"
"1994-06-07";"423.43"
"1994-06-08";"422.46"
"1994-06-09";"421.79"
"1994-06-10";"421.72"
"1994-06-13";"422.87"
"1994-06-14";"421.79"
"1994-06-15";"421.03"
"1994-06-16";"420.73"
"1994-06-17";"420.65"
"1994-06-20";"420.41"
"1994-06-21";"418.10"
"1994-06-22";"417.73"
"1994-06-23";"418.03"
"1994-06-24";"420.39"
"1994-06-27";"419.76"
"1994-06-28";"418.13"
"1994-06-30";"418.94"
"1994-07-01";"418.34"
"1994-07-04";"419.88"
"1994-07-05";"420.47"
"1994-07-06";"419.94"
"1994-07-07";"420.06"
"1994-07-08";"420.67"
"1994-07-11";"421.77"
"1994-07-12";"419.83"
"1994-07-13";"418.39"
"1994-07-14";"418.54"
"1994-07-15";"418.94"
"1994-07-18";"419.67"
"1994-07-19";"419.16"
"1994-07-20";"419.78"
"1994-07-21";"421.05"
"1994-07-22";"421.08"
"1994-07-25";"422.21"
"1994-07-26";"422.07"
"1994-07-27";"422.58"
"1994-07-28";"423.11"
"1994-07-29";"422.84"
"1994-08-01";"423.98"
"1994-08-02";"422.72"
"1994-08-03";"422.29"
"1994-08-04";"421.59"
"1994-08-05";"420.36"
"1994-08-08";"420.53"
"1994-08-09";"420.01"
"1994-08-10";"419.03"
"1994-08-11";"418.44"
"1994-08-12";"419.56"
"1994-08-16";"418.47"
"1994-08-17";"418.89"
"1994-08-18";"418.70"
"1994-08-19";"418.08"
"1994-08-22";"417.06"
"1994-08-23";"416.46"
"1994-08-24";"417.24"
"1994-08-25";"417.54"
"1994-08-26";"418.17"
"1994-08-29";"419.14"
"1994-08-30";"420.31"
"1994-08-31";"418.89"
"1994-09-01";"418.33"
"1994-09-02";"417.43"
"1994-09-05";"416.37"
"1994-09-06";"415.99"
"1994-09-07";"415.83"
"1994-09-08";"415.74"
"1994-09-09";"415.87"
"1994-09-12";"416.44"
"1994-09-13";"415.11"
"1994-09-14";"415.24"
"1994-09-15";"414.24"
"1994-09-16";"414.16"
"1994-09-20";"414.12"
"1994-09-21";"414.51"
"1994-09-22";"414.66"
"1994-09-23";"413.73"
"1994-09-26";"413.12"
"1994-09-27";"413.65"
"1994-09-28";"413.10"
"1994-09-29";"412.41"
"1994-09-30";"412.20"
"1994-10-03";"412.32"
"1994-10-04";"414.20"
"1994-10-05";"413.65"
"1994-10-06";"413.73"
"1994-10-07";"413.88"
"1994-10-10";"414.28"
"1994-10-11";"415.94"
"1994-10-13";"415.09"
"1994-10-14";"413.93"
"1994-10-17";"412.24"
"1994-10-18";"410.22"
"1994-10-19";"410.34"
"1994-10-20";"410.64"
"1994-10-21";"411.08"
"1994-10-24";"410.73"
"1994-10-25";"411.33"
"1994-10-26";"410.23"
"1994-10-27";"410.52"
"1994-10-28";"410.25"
"1994-10-31";"409.68"
"1994-11-02";"411.15"
"1994-11-03";"409.58"
"1994-11-04";"411.06"
"1994-11-07";"411.96"
"1994-11-08";"410.97"
"1994-11-09";"410.62"
"1994-11-10";"411.96"
"1994-11-11";"411.74"
"1994-11-14";"412.21"
"1994-11-15";"413.80"
"1994-11-16";"413.79"
"1994-11-17";"414.92"
"1994-11-18";"414.27"
"1994-11-21";"415.14"
"1994-11-22";"415.68"
"1994-11-23";"414.84"
"1994-11-24";"414.54"
"1994-11-25";"415.45"
"1994-11-28";"415.75"
"1994-11-29";"416.61"
"1994-11-30";"416.43"
"1994-12-01";"403.99"
"1994-12-02";"400.65"
"1994-12-05";"399.68"
"1994-12-06";"397.87"
"1994-12-07";"397.99"
"1994-12-09";"398.38"
"1994-12-12";"399.05"
"1994-12-13";"399.69"
"1994-12-14";"401.89"
"1994-12-15";"404.76"
"1994-12-16";"402.57"
"1994-12-19";"403.85"
"1994-12-20";"403.88"
"1994-12-21";"402.96"
"1994-12-22";"401.89"
"1994-12-23";"402.65"
"1994-12-26";"404.19"
"1994-12-27";"404.87"
"1994-12-28";"405.46"
"1994-12-29";"406.47"
"1994-12-30";"404.09"
"1995-01-02";"402.92"
"1995-01-03";"401.69"
"1995-01-04";"403.81"
"1995-01-05";"403.27"
"1995-01-06";"404.40"
"1995-01-09";"406.03"
"1995-01-10";"405.00"
"1995-01-11";"404.73"
"1995-01-12";"407.48"
"1995-01-13";"405.62"
"1995-01-16";"404.50"
"1995-01-17";"404.95"
"1995-01-18";"405.06"
"1995-01-19";"405.65"
"1995-01-20";"406.15"
"1995-01-23";"407.78"
"1995-01-24";"408.91"
"1995-01-25";"407.43"
"1995-01-26";"406.65"
"1995-01-27";"407.03"
"1995-01-30";"408.19"
"1995-01-31";"409.87"
"1995-02-01";"410.79"
"1995-02-02";"407.47"
"1995-02-03";"409.06"
"1995-02-06";"409.41"
"1995-02-07";"410.19"
"1995-02-08";"410.47"
"1995-02-09";"409.48"
"1995-02-10";"409.56"
"1995-02-13";"411.50"
"1995-02-14";"411.43"
"1995-02-15";"412.24"
"1995-02-16";"413.31"
"1995-02-17";"416.77"
"1995-02-20";"418.45"
"1995-02-21";"418.98"
"1995-02-22";"416.17"
"1995-02-23";"414.08"
"1995-02-24";"411.29"
"1995-02-27";"411.41"
"1995-02-28";"410.73"
"1995-03-01";"410.49"
"1995-03-02";"409.91"
"1995-03-03";"411.94"
"1995-03-06";"416.75"
"1995-03-07";"414.35"
"1995-03-08";"416.19"
"1995-03-09";"415.84"
"1995-03-10";"415.41"
"1995-03-13";"411.89"
"1995-03-14";"408.89"
"1995-03-15";"407.85"
"1995-03-16";"410.98"
"1995-03-17";"410.78"
"1995-03-20";"409.24"
"1995-03-21";"409.11"
"1995-03-22";"408.04"
"1995-03-23";"407.65"
"1995-03-24";"408.16"
"1995-03-27";"409.17"
"1995-03-28";"408.20"
"1995-03-29";"407.76"
"1995-03-30";"406.70"
"1995-03-31";"405.22"
"1995-04-03";"404.01"
"1995-04-04";"400.97"
"1995-04-05";"399.89"
"1995-04-06";"397.11"
"1995-04-07";"395.67"
"1995-04-10";"394.26"
"1995-04-11";"393.92"
"1995-04-12";"395.67"
"1995-04-13";"395.00"
"1995-04-17";"394.72"
"1995-04-18";"395.44"
"1995-04-19";"395.13"
"1995-04-20";"391.16"
"1995-04-21";"391.10"
"1995-04-24";"391.83"
"1995-04-25";"390.30"
"1995-04-26";"388.81"
"1995-04-27";"389.05"
"1995-04-28";"388.20"
"1995-05-02";"387.82"
"1995-05-03";"387.98"
"1995-05-04";"386.45"
"1995-05-05";"381.97"
"1995-05-08";"377.06"
"1995-05-09";"373.30"
"1995-05-10";"369.22"
"1995-05-11";"374.02"
"1995-05-12";"374.96"
"1995-05-15";"378.12"
"1995-05-16";"373.01"
"1995-05-17";"373.34"
"1995-05-18";"374.13"
"1995-05-19";"377.61"
"1995-05-22";"375.16"
"1995-05-23";"376.54"
"1995-05-24";"374.79"
"1995-05-25";"376.65"
"1995-05-26";"375.73"
"1995-05-29";"375.82"
"1995-05-30";"377.75"
"1995-05-31";"376.34"
"1995-06-01";"377.63"
"1995-06-02";"377.15"
"1995-06-05";"374.46"
"1995-06-06";"373.49"
"1995-06-07";"372.96"
"1995-06-08";"373.74"
"1995-06-09";"372.75"
"1995-06-12";"369.74"
"1995-06-13";"368.75"
"1995-06-14";"369.17"
"1995-06-16";"371.04"
"1995-06-19";"376.07"
"1995-06-20";"376.49"
"1995-06-21";"374.56"
"1995-06-22";"372.85"
"1995-06-23";"373.27"
"1995-06-26";"372.58"
"1995-06-27";"374.42"
"1995-06-28";"376.16"
"1995-06-30";"374.48"
"1995-07-03";"373.95"
"1995-07-04";"373.42"
"1995-07-05";"376.64"
"1995-07-06";"378.55"
"1995-07-07";"376.14"
"1995-07-10";"376.51"
"1995-07-11";"376.72"
"1995-07-12";"375.97"
"1995-07-13";"375.68"
"1995-07-14";"375.47"
"1995-07-17";"375.70"
"1995-07-18";"377.72"
"1995-07-19";"377.99"
"1995-07-20";"377.43"
"1995-07-21";"377.35"
"1995-07-24";"378.89"
"1995-07-25";"381.85"
"1995-07-26";"382.40"
"1995-07-27";"383.21"
"1995-07-28";"383.91"
"1995-07-31";"383.93"
"1995-08-01";"381.04"
"1995-08-02";"380.45"
"1995-08-03";"380.61"
"1995-08-04";"379.83"
"1995-08-07";"381.52"
"1995-08-08";"384.22"
"1995-08-09";"383.17"
"1995-08-10";"383.02"
"1995-08-11";"383.69"
"1995-08-14";"385.40"
"1995-08-16";"386.16"
"1995-08-17";"393.47"
"1995-08-18";"393.96"
"1995-08-21";"391.66"
"1995-08-22";"390.22"
"1995-08-23";"389.49"
"1995-08-24";"389.88"
"1995-08-25";"389.66"
"1995-08-28";"391.53"
"1995-08-29";"391.37"
"1995-08-30";"394.15"
"1995-08-31";"395.53"
"1995-09-01";"393.53"
"1995-09-04";"393.46"
"1995-09-05";"392.06"
"1995-09-06";"391.73"
"1995-09-07";"393.63"
"1995-09-08";"393.08"
"1995-09-12";"393.96"
"1995-09-13";"393.99"
"1995-09-14";"396.37"
"1995-09-15";"395.56"
"1995-09-20";"396.21"
"1995-09-21";"394.87"
"1995-09-22";"392.14"
"1995-09-25";"392.19"
"1995-09-26";"395.99"
"1995-09-27";"398.74"
"1995-09-28";"397.88"
"1995-09-29";"396.74"
"1995-10-02";"399.26"
"1995-10-03";"403.45"
"1995-10-04";"409.05"
"1995-10-05";"403.63"
"1995-10-06";"402.31"
"1995-10-09";"401.54"
"1995-10-10";"402.76"
"1995-10-11";"403.89"
"1995-10-13";"403.40"
"1995-10-16";"403.83"
"1995-10-17";"403.11"
"1995-10-18";"403.96"
"1995-10-19";"405.65"
"1995-10-20";"408.28"
"1995-10-23";"410.19"
"1995-10-24";"409.58"
"1995-10-25";"406.81"
"1995-10-26";"410.94"
"1995-10-27";"415.04"
"1995-10-30";"416.20"
"1995-10-31";"416.08"
"1995-11-02";"415.07"
"1995-11-03";"416.31"
"1995-11-06";"418.03"
"1995-11-07";"416.20"
"1995-11-08";"413.93"
"1995-11-09";"412.66"
"1995-11-10";"412.13"
"1995-11-13";"413.19"
"1995-11-14";"408.57"
"1995-11-15";"405.76"
"1995-11-16";"405.33"
"1995-11-17";"407.75"
"1995-11-20";"410.27"
"1995-11-21";"409.33"
"1995-11-22";"410.65"
"1995-11-23";"411.84"
"1995-11-24";"415.85"
"1995-11-27";"414.82"
"1995-11-28";"414.23"
"1995-11-29";"412.35"
"1995-11-30";"414.23"
"1995-12-01";"413.50"
"1995-12-04";"412.43"
"1995-12-05";"411.38"
"1995-12-06";"409.51"
"1995-12-07";"411.75"
"1995-12-11";"411.48"
"1995-12-12";"411.34"
"1995-12-13";"410.80"
"1995-12-14";"409.29"
"1995-12-15";"407.54"
"1995-12-18";"406.29"
"1995-12-19";"406.43"
"1995-12-20";"406.33"
"1995-12-21";"405.92"
"1995-12-22";"407.34"
"1995-12-26";"407.15"
"1995-12-27";"407.19"
"1995-12-28";"407.90"
"1995-12-29";"407.13"
"1996-01-02";"406.91"
"1996-01-03";"405.53"
"1996-01-04";"404.76"
"1996-01-05";"407.33"
"1996-01-08";"406.16"
"1996-01-09";"406.43"
"1996-01-10";"407.54"
"1996-01-11";"407.71"
"1996-01-12";"406.63"
"1996-01-15";"405.77"
"1996-01-16";"405.95"
"1996-01-17";"407.12"
"1996-01-18";"408.06"
"1996-01-19";"408.70"
"1996-01-22";"409.59"
"1996-01-23";"411.94"
"1996-01-24";"410.68"
"1996-01-25";"410.92"
"1996-01-26";"410.40"
"1996-01-29";"412.95"
"1996-01-30";"413.86"
"1996-01-31";"412.76"
"1996-02-01";"412.29"
"1996-02-02";"410.93"
"1996-02-05";"409.77"
"1996-02-06";"409.49"
"1996-02-07";"409.98"
"1996-02-08";"411.38"
"1996-02-09";"410.08"
"1996-02-12";"409.48"
"1996-02-13";"409.34"
"1996-02-14";"409.80"
"1996-02-15";"410.14"
"1996-02-16";"410.19"
"1996-02-19";"411.44"
"1996-02-20";"410.60"
"1996-02-21";"411.76"
"1996-02-22";"412.34"
"1996-02-23";"412.11"
"1996-02-26";"412.34"
"1996-02-27";"412.18"
"1996-02-28";"412.11"
"1996-02-29";"412.53"
"1996-03-01";"412.58"
"1996-03-04";"412.28"
"1996-03-05";"411.13"
"1996-03-06";"411.10"
"1996-03-07";"411.07"
"1996-03-08";"410.50"
"1996-03-11";"410.97"
"1996-03-12";"411.54"
"1996-03-13";"411.29"
"1996-03-14";"410.71"
"1996-03-15";"410.92"
"1996-03-18";"411.53"
"1996-03-19";"411.94"
"1996-03-20";"412.36"
"1996-03-21";"411.97"
"1996-03-22";"411.55"
"1996-03-25";"411.75"
"1996-03-26";"411.68"
"1996-03-27";"411.90"
"1996-03-28";"412.07"
"1996-03-29";"411.64"
"1996-04-01";"411.64"
"1996-04-02";"411.43"
"1996-04-03";"410.78"
"1996-04-04";"409.94"
"1996-04-08";"409.74"
"1996-04-09";"409.06"
"1996-04-10";"409.59"
"1996-04-11";"409.74"
"1996-04-12";"409.18"
"1996-04-15";"407.71"
"1996-04-16";"407.17"
"1996-04-17";"407.27"
"1996-04-18";"407.05"
"1996-04-19";"406.62"
"1996-04-22";"406.97"
"1996-04-23";"408.39"
"1996-04-24";"407.31"
"1996-04-25";"407.28"
"1996-04-26";"406.86"
"1996-04-29";"406.38"
"1996-04-30";"406.81"
"1996-05-02";"407.28"
"1996-05-03";"407.11"
"1996-05-06";"406.57"
"1996-05-07";"404.73"
"1996-05-08";"404.01"
"1996-05-09";"403.89"
"1996-05-10";"402.25"
"1996-05-13";"402.71"
"1996-05-14";"403.06"
"1996-05-15";"404.05"
"1996-05-16";"405.03"
"1996-05-17";"406.50"
"1996-05-20";"408.93"
"1996-05-22";"409.31"
"1996-05-23";"407.46"
"1996-05-24";"406.59"
"1996-05-27";"407.88"
"1996-05-28";"408.07"
"1996-05-29";"408.95"
"1996-05-30";"408.74"
"1996-05-31";"407.72"
"1996-06-03";"408.93"
"1996-06-04";"408.61"
"1996-06-05";"409.93"
"1996-06-07";"411.93"
"1996-06-10";"410.55"
"1996-06-11";"410.14"
"1996-06-12";"409.93"
"1996-06-13";"410.07"
"1996-06-14";"409.69"
"1996-06-17";"409.14"
"1996-06-18";"410.32"
"1996-06-19";"409.17"
"1996-06-20";"408.40"
"1996-06-21";"408.93"
"1996-06-24";"409.70"
"1996-06-25";"410.99"
"1996-06-26";"410.63"
"1996-06-27";"410.35"
"1996-06-28";"409.68"
"1996-07-01";"410.73"
"1996-07-02";"410.77"
"1996-07-03";"411.60"
"1996-07-04";"411.34"
"1996-07-05";"411.11"
"1996-07-08";"411.85"
"1996-07-09";"412.03"
"1996-07-10";"411.55"
"1996-07-11";"411.29"
"1996-07-12";"411.13"
"1996-07-15";"411.40"
"1996-07-16";"411.35"
"1996-07-17";"409.59"
"1996-07-18";"408.80"
"1996-07-19";"409.41"
"1996-07-22";"410.55"
"1996-07-23";"410.29"
"1996-07-24";"410.43"
"1996-07-25";"409.92"
"1996-07-26";"409.83"
"1996-07-29";"410.30"
"1996-07-30";"410.63"
"1996-07-31";"410.73"
"1996-08-01";"411.00"
"1996-08-02";"411.59"
"1996-08-05";"412.60"
"1996-08-06";"412.78"
"1996-08-07";"412.39"
"1996-08-08";"411.57"
"1996-08-09";"411.21"
"1996-08-12";"411.10"
"1996-08-13";"410.50"
"1996-08-14";"410.77"
"1996-08-16";"410.12"
"1996-08-19";"411.18"
"1996-08-20";"410.26"
"1996-08-21";"410.63"
"1996-08-22";"410.84"
"1996-08-23";"410.80"
"1996-08-26";"410.91"
"1996-08-27";"410.61"
"1996-08-28";"410.68"
"1996-08-29";"410.78"
"1996-08-30";"410.79"
"1996-09-02";"411.07"
"1996-09-03";"411.42"
"1996-09-04";"411.91"
"1996-09-05";"412.25"
"1996-09-06";"411.59"
"1996-09-09";"411.92"
"1996-09-10";"411.42"
"1996-09-12";"412.14"
"1996-09-13";"412.21"
"1996-09-16";"411.69"
"1996-09-17";"411.39"
"1996-09-20";"411.59"
"1996-09-23";"411.76"
"1996-09-24";"411.80"
"1996-09-25";"412.14"
"1996-09-26";"411.94"
"1996-09-27";"411.98"
"1996-09-30";"412.98"
"1996-10-01";"413.25"
"1996-10-02";"413.22"
"1996-10-03";"413.63"
"1996-10-04";"413.59"
"1996-10-07";"413.40"
"1996-10-08";"413.32"
"1996-10-09";"413.36"
"1996-10-10";"413.47"
"1996-10-11";"413.19"
"1996-10-14";"413.68"
"1996-10-15";"413.89"
"1996-10-16";"415.34"
"1996-10-17";"415.46"
"1996-10-18";"415.47"
"1996-10-21";"416.52"
"1996-10-22";"416.91"
"1996-10-23";"417.13"
"1996-10-24";"417.16"
"1996-10-25";"418.32"
"1996-10-28";"418.01"
"1996-10-29";"419.47"
"1996-10-30";"419.28"
"1996-10-31";"420.64"
"1996-11-04";"421.21"
"1996-11-05";"421.11"
"1996-11-06";"420.84"
"1996-11-07";"420.51"
"1996-11-08";"417.95"
"1996-11-11";"419.31"
"1996-11-12";"418.73"
"1996-11-13";"419.17"
"1996-11-14";"419.23"
"1996-11-15";"419.11"
"1996-11-18";"418.99"
"1996-11-19";"419.66"
"1996-11-20";"420.26"
"1996-11-21";"420.06"
"1996-11-22";"420.58"
"1996-11-25";"421.18"
"1996-11-26";"421.67"
"1996-11-27";"420.37"
"1996-11-28";"420.03"
"1996-11-29";"420.63"
"1996-12-02";"421.19"
"1996-12-03";"421.50"
"1996-12-04";"423.09"
"1996-12-05";"422.46"
"1996-12-06";"421.22"
"1996-12-09";"419.71"
"1996-12-10";"420.98"
"1996-12-11";"421.38"
"1996-12-12";"421.74"
"1996-12-13";"422.94"
"1996-12-16";"422.75"
"1996-12-17";"422.93"
"1996-12-18";"422.85"
"1996-12-19";"422.76"
"1996-12-20";"422.75"
"1996-12-23";"423.17"
"1996-12-24";"423.12"
"1996-12-26";"423.10"
"1996-12-27";"423.59"
"1996-12-30";"424.97"
"1997-01-02";"424.87"
"1997-01-03";"424.29"
"1997-01-06";"424.41"
"1997-01-07";"425.41"
"1997-01-08";"424.34"
"1997-01-09";"425.29"
"1997-01-10";"425.17"
"1997-01-13";"425.18"
"1997-01-14";"425.45"
"1997-01-15";"425.34"
"1997-01-16";"425.75"
"1997-01-17";"425.26"
"1997-01-20";"425.89"
"1997-01-21";"427.94"
"1997-01-22";"421.95"
"1997-01-23";"422.13"
"1997-01-24";"422.22"
"1997-01-27";"421.69"
"1997-01-28";"420.75"
"1997-01-29";"420.55"
"1997-01-30";"420.07"
"1997-01-31";"419.50"
"1997-02-03";"420.11"
"1997-02-04";"419.64"
"1997-02-05";"419.23"
"1997-02-06";"419.07"
"1997-02-07";"418.53"
"1997-02-10";"417.75"
"1997-02-11";"417.39"
"1997-02-12";"417.41"
"1997-02-13";"416.80"
"1997-02-14";"416.19"
"1997-02-17";"415.98"
"1997-02-18";"415.96"
"1997-02-19";"416.15"
"1997-02-20";"414.81"
"1997-02-21";"413.09"
"1997-02-24";"413.31"
"1997-02-25";"413.44"
"1997-02-26";"413.57"
"1997-02-27";"412.89"
"1997-02-28";"412.51"
"1997-03-03";"413.13"
"1997-03-04";"413.63"
"1997-03-05";"414.39"
"1997-03-06";"414.59"
"1997-03-07";"414.78"
"1997-03-10";"414.27"
"1997-03-11";"414.10"
"1997-03-12";"413.64"
"1997-03-13";"412.99"
"1997-03-14";"412.38"
"1997-03-17";"413.59"
"1997-03-18";"413.08"
"1997-03-19";"413.38"
"1997-03-20";"413.22"
"1997-03-21";"413.47"
"1997-03-24";"414.90"
"1997-03-25";"415.62"
"1997-03-26";"415.83"
"1997-03-27";"415.28"
"1997-03-31";"414.79"
"1997-04-01";"415.69"
"1997-04-02";"416.07"
"1997-04-03";"416.39"
"1997-04-04";"416.17"
"1997-04-07";"416.89"
"1997-04-08";"416.70"
"1997-04-09";"417.12"
"1997-04-10";"418.25"
"1997-04-11";"418.80"
"1997-04-14";"419.29"
"1997-04-15";"418.45"
"1997-04-16";"417.88"
"1997-04-17";"417.90"
"1997-04-18";"417.80"
"1997-04-21";"416.84"
"1997-04-22";"417.13"
"1997-04-23";"417.91"
"1997-04-24";"418.26"
"1997-04-25";"417.92"
"1997-04-28";"418.01"
"1997-04-29";"418.41"
"1997-04-30";"418.88"
"1997-05-02";"419.09"
"1997-05-05";"418.04"
"1997-05-06";"418.05"
"1997-05-07";"418.08"
"1997-05-08";"418.10"
"1997-05-09";"418.00"
"1997-05-12";"417.99"
"1997-05-13";"417.76"
"1997-05-14";"418.59"
"1997-05-15";"418.83"
"1997-05-16";"418.48"
"1997-05-19";"418.47"
"1997-05-20";"418.84"
"1997-05-22";"419.02"
"1997-05-23";"418.91"
"1997-05-26";"419.39"
"1997-05-27";"419.53"
"1997-05-28";"419.37"
"1997-05-30";"419.03"
"1997-06-02";"418.92"
"1997-06-03";"419.07"
"1997-06-04";"418.64"
"1997-06-05";"418.66"
"1997-06-06";"418.52"
"1997-06-09";"418.28"
"1997-06-10";"417.91"
"1997-06-11";"417.78"
"1997-06-12";"417.17"
"1997-06-13";"416.61"
"1997-06-16";"416.37"
"1997-06-17";"415.83"
"1997-06-18";"416.74"
"1997-06-19";"416.77"
"1997-06-20";"417.16"
"1997-06-23";"417.10"
"1997-06-24";"417.23"
"1997-06-25";"417.27"
"1997-06-26";"417.06"
"1997-06-27";"416.57"
"1997-06-30";"416.06"
"1997-07-01";"416.47"
"1997-07-02";"416.27"
"1997-07-03";"415.85"
"1997-07-04";"415.83"
"1997-07-07";"416.30"
"1997-07-08";"416.36"
"1997-07-09";"416.50"
"1997-07-10";"416.74"
"1997-07-11";"416.35"
"1997-07-14";"416.12"
"1997-07-15";"416.59"
"1997-07-16";"416.36"
"1997-07-17";"416.91"
"1997-07-18";"416.62"
"1997-07-21";"417.04"
"1997-07-22";"417.07"
"1997-07-23";"417.19"
"1997-07-24";"417.21"
"1997-07-25";"416.84"
"1997-07-28";"416.98"
"1997-07-29";"416.95"
"1997-07-30";"416.66"
"1997-07-31";"416.78"
"1997-08-01";"416.87"
"1997-08-04";"417.10"
"1997-08-05";"416.82"
"1997-08-06";"415.99"
"1997-08-07";"414.88"
"1997-08-08";"413.70"
"1997-08-11";"413.23"
"1997-08-12";"413.05"
"1997-08-13";"413.94"
"1997-08-14";"413.11"
"1997-08-18";"413.72"
"1997-08-19";"414.13"
"1997-08-20";"414.61"
"1997-08-21";"414.31"
"1997-08-22";"414.49"
"1997-08-25";"415.79"
"1997-08-26";"416.22"
"1997-08-27";"415.27"
"1997-08-28";"415.09"
"1997-08-29";"414.73"
"1997-09-01";"415.19"
"1997-09-02";"415.72"
"1997-09-03";"415.96"
"1997-09-04";"416.05"
"1997-09-05";"415.30"
"1997-09-08";"415.13"
"1997-09-09";"414.89"
"1997-09-10";"414.29"
"1997-09-12";"414.40"
"1997-09-15";"414.61"
"1997-09-16";"414.65"
"1997-09-17";"414.04"
"1997-09-22";"414.71"
"1997-09-23";"414.24"
"1997-09-24";"414.43"
"1997-09-25";"414.60"
"1997-09-26";"414.71"
"1997-09-29";"414.96"
"1997-09-30";"415.20"
"1997-10-01";"414.47"
"1997-10-02";"414.31"
"1997-10-03";"414.03"
"1997-10-06";"414.55"
"1997-10-07";"414.61"
"1997-10-08";"414.57"
"1997-10-09";"413.91"
"1997-10-10";"413.56"
"1997-10-13";"413.92"
"1997-10-14";"413.70"
"1997-10-15";"412.86"
"1997-10-16";"412.71"
"1997-10-17";"412.34"
"1997-10-20";"412.06"
"1997-10-21";"412.08"
"1997-10-22";"411.85"
"1997-10-23";"412.09"
"1997-10-24";"412.34"
"1997-10-27";"413.14"
"1997-10-28";"416.39"
"1997-10-29";"425.58"
"1997-10-30";"415.56"
"1997-10-31";"420.87"
"1997-11-03";"421.14"
"1997-11-04";"418.58"
"1997-11-05";"419.44"
"1997-11-06";"418.20"
"1997-11-07";"418.73"
"1997-11-10";"425.06"
"1997-11-11";"421.54"
"1997-11-12";"424.37"
"1997-11-13";"426.01"
"1997-11-14";"424.00"
"1997-11-17";"424.91"
"1997-11-18";"423.28"
"1997-11-19";"425.57"
"1997-11-20";"427.51"
"1997-11-21";"427.77"
"1997-11-24";"428.46"
"1997-11-25";"429.27"
"1997-11-26";"429.19"
"1997-11-27";"430.71"
"1997-11-28";"435.41"
"1997-12-01";"437.36"
"1997-12-02";"437.18"
"1997-12-03";"437.31"
"1997-12-04";"438.04"
"1997-12-05";"436.12"
"1997-12-09";"437.97"
"1997-12-10";"439.66"
"1997-12-12";"438.68"
"1997-12-15";"438.46"
"1997-12-16";"438.27"
"1997-12-17";"438.92"
"1997-12-18";"437.56"
"1997-12-19";"437.04"
"1997-12-22";"439.20"
"1997-12-23";"438.53"
"1997-12-24";"438.11"
"1997-12-26";"439.42"
"1997-12-29";"438.89"
"1997-12-30";"439.26"
"1997-12-31";"439.81"
"1998-01-02";"439.18"
"1998-01-05";"439.58"
